time,T,Td,P,wind_dir,wind
2020/12/28 11:00,-10.2,-16.1,1030.1,310,2
2020/12/28 14:00,-7.5,-16.1,1028.9,360,2
2020/12/28 17:00,-7.4,-19,1030.6,360,3
2020/12/28 20:00,-10.2,-18.9,1031.9,350,3
2020/12/28 23:00,-12.2,-17.8,1033.7,350,3
2020/12/29 2:00,-13.4,-18.8,1035.6,340,4
2020/12/29 5:00,-13.8,-20.3,1036.8,340,2
2020/12/29 8:00,-15.8,-25.3,1037.9,350,5
2020/12/29 11:00,-15.2,-28.2,1037.1,330,6
2020/12/29 14:00,-14.5,-28.3,1035.2,320,4
2020/12/29 17:00,-16,-28,1035.7,310,3
2020/12/29 20:00,-16.8,-27.5,1034.8,310,3
2020/12/29 23:00,-17.5,-27.6,1033.6,310,3
2020/12/30 2:00,-18.6,-28.1,1032.6,310,3
2020/12/30 5:00,-19.3,-28.3,1031,290,3
2020/12/30 8:00,-18.7,-27.5,1031.1,280,3
2020/12/30 11:00,-15.4,-26.5,1030.2,310,3
2020/12/30 14:00,-12.6,-26.2,1028.7,280,4
2020/12/30 17:00,-13,-25,1029.3,270,3
2020/12/30 20:00,-14.8,-23.6,1028.5,210,2
2020/12/30 23:00,-14,-23.1,1028.5,250,2
2020/12/31 2:00,-13,-24.3,1028.1,280,3
2020/12/31 5:00,-14.1,-25.3,1027.4,270,3
2020/12/31 8:00,-16.5,-24.1,1027.4,200,2
2020/12/31 11:00,-10.5,-25.1,1026.7,260,4
2020/12/31 14:00,-7.5,-25.1,1024.8,280,4
2020/12/31 17:00,-8.4,-24.9,1024.8,260,2
2020/12/31 20:00,-13.5,-23.4,1025.9,220,1
2020/12/31 23:00,-14.6,-22.7,1026.6,230,2
