time,T,Td,P,wind_dir,wind
2020/10/29 11:00,9.8,-5.3,1028.6,60,2
2020/10/29 14:00,13.6,-7.7,1027.2,10,2
2020/10/29 17:00,10.3,-7,1027.4,350,1
2020/10/29 20:00,5.8,-4.4,1027.7,350,1
2020/10/29 23:00,0.8,-6.1,1028.3,340,2
2020/10/30 2:00,0.1,-4.2,1028.6,20,2
2020/10/30 5:00,-1.2,-3.9,1029.4,20,2
2020/10/30 8:00,1.6,-5.3,1029.9,40,1
2020/10/30 11:00,10.6,-4.2,1028.7,120,1
2020/10/30 14:00,15.5,-8,1026.2,270,1
2020/10/30 17:00,11.5,-3.4,1024.9,0,-999.9
2020/10/30 20:00,3.9,-2.7,1024.3,80,1
2020/10/30 23:00,2.5,-2.6,1023.2,0,-999.9
2020/10/31 2:00,2.6,-2.7,1021.5,0,-999.9
2020/10/31 5:00,7.4,-4.4,1019.6,180,3
2020/10/31 8:00,11.8,0,1018.4,180,3
2020/10/31 11:00,15,5.5,1016.3,190,5
2020/10/31 14:00,14.3,8.3,1014.1,200,4
2020/10/31 17:00,13.6,9.3,1014.6,180,3
2020/10/31 20:00,12.7,9,1015.2,190,2
2020/10/31 23:00,13.1,10.5,1015.7,230,4
2020/11/1 2:00,10.1,1.5,1017.1,270,2
2020/11/1 5:00,2.5,1.9,1017.9,180,1
2020/11/1 8:00,5.5,-1,1019.1,220,2
2020/11/1 11:00,11.8,-7.6,1018.6,250,5
2020/11/1 14:00,13.3,-10.5,1017.7,260,4
2020/11/1 17:00,11.4,-10.8,1018.9,290,4
2020/11/1 20:00,8.4,-11.5,1021.1,300,2
2020/11/1 23:00,5.3,-9.7,1022.3,330,2
2020/11/2 2:00,-1.9,-6.8,1022.5,0,-999.9
2020/11/2 5:00,-3.5,-7.6,1021.6,0,-999.9
2020/11/2 8:00,2.4,-8.3,1021.9,190,2
2020/11/2 11:00,6.5,-9.4,1022.8,310,4
2020/11/2 14:00,7,-13.3,1022.4,280,4
2020/11/2 17:00,5.5,-11.6,1022.7,290,2
2020/11/2 20:00,4.7,-12.3,1023.5,270,4
2020/11/2 23:00,2.4,-12.2,1024.4,270,3
2020/11/3 2:00,0.6,-13.1,1025,280,3
2020/11/3 5:00,-0.4,-13.3,1024.4,280,4
2020/11/3 8:00,-0.7,-14.3,1025.5,270,4
2020/11/3 11:00,1.2,-15.3,1025.8,260,4
2020/11/3 14:00,3.1,-16,1024.1,270,5
2020/11/3 17:00,2.8,-15.8,1024.1,260,3
2020/11/3 20:00,-0.9,-11.9,1024.3,190,1
2020/11/3 23:00,-4.7,-10.7,1024.6,190,1
2020/11/4 2:00,-5.7,-10.7,1024.8,200,1
2020/11/4 5:00,-7.8,-11.5,1024.2,120,1
2020/11/4 8:00,-4.3,-12.4,1024.2,0,-999.9
2020/11/4 11:00,8.5,-11.4,1022.2,170,2
2020/11/4 14:00,12.7,-5.8,1018.6,210,5
2020/11/4 17:00,11.5,0,1017.9,200,4
2020/11/4 20:00,5.2,-1,1018.9,40,1
2020/11/4 23:00,2.7,-1.6,1019.1,180,1
2020/11/5 2:00,7.2,1.9,1019,150,2
2020/11/5 5:00,6.6,2.5,1019,180,1
2020/11/5 8:00,5,1.5,1020.1,170,1
2020/11/5 11:00,15.7,5.6,1019.8,210,5
2020/11/5 14:00,17.2,5.2,1017.8,210,6
2020/11/5 17:00,14.5,6.3,1018.2,210,6
2020/11/5 20:00,11.8,6.9,1019.1,200,3
2020/11/5 23:00,12.6,3,1018.4,190,3
2020/11/6 2:00,12.3,0.7,1017.2,190,4
2020/11/6 8:00,13.4,6.5,1016.7,200,3
2020/11/6 11:00,15.2,8.7,1015,210,5
2020/11/6 14:00,16.8,4.2,1011.9,200,4
2020/11/6 17:00,14.6,3.7,1012.2,210,4
2020/11/6 20:00,11.9,7.4,1013.8,220,3
2020/11/6 23:00,9,6.8,1014,180,1
2020/11/7 2:00,8,6,1014.8,200,1
2020/11/7 5:00,4.8,4.4,1015.3,170,1
2020/11/7 8:00,6,5.3,1016.3,120,1
2020/11/7 11:00,11.1,-5,1015.7,100,1
2020/11/7 14:00,14,-8.6,1014.3,210,3
2020/11/7 17:00,12.9,-7.2,1015,230,2
2020/11/7 20:00,8.8,-8.7,1020.7,290,6
2020/11/7 23:00,4.4,-14.4,1025.5,300,4
2020/11/8 2:00,2.6,-15.5,1026.8,300,3
2020/11/8 5:00,1.8,-16.1,1026.7,270,3
2020/11/8 8:00,1.9,-15.6,1027.8,280,5
2020/11/8 11:00,4,-14.3,1028,290,4
2020/11/8 14:00,5.5,-15.7,1027,280,4
2020/11/8 17:00,3.8,-17.1,1027.8,290,3
2020/11/8 20:00,-1.5,-12.2,1027.9,80,1
2020/11/8 23:00,-4.1,-12,1027.6,200,1
2020/11/9 2:00,-5.3,-11,1026.5,170,1
2020/11/9 5:00,-5.7,-11.2,1025.1,140,1
2020/11/9 8:00,-3,-11,1025.3,170,1
2020/11/9 11:00,5,-13.9,1025.6,320,2
2020/11/9 14:00,6.9,-12.3,1025,340,3
2020/11/9 17:00,4.4,-13,1026.3,10,2
2020/11/9 20:00,0.6,-11.4,1028.1,30,1
2020/11/9 23:00,-2.8,-10.4,1028.7,160,1
2020/11/10 2:00,-4.9,-9.3,1029.2,80,1
2020/11/10 5:00,-5.7,-9.8,1028.9,40,1
2020/11/10 8:00,-3,-10.1,1029.7,50,1
2020/11/10 11:00,6.8,-7.2,1029.2,210,2
2020/11/10 14:00,11.3,-5.2,1027.1,190,3
2020/11/10 17:00,9.1,-2.8,1027,140,1
2020/11/10 20:00,2.4,-3.5,1027.5,0,-999.9
2020/11/10 23:00,0.5,-3.6,1027.9,80,1
2020/11/11 2:00,-0.3,-3.7,1028.1,60,1
2020/11/11 5:00,-0.8,-3.3,1027.7,0,-999.9
2020/11/11 8:00,2.8,-1,1028.6,150,2
2020/11/11 11:00,14.3,1.6,1027.5,190,4
2020/11/11 14:00,16.7,2,1025.7,180,4
2020/11/11 17:00,13.4,2.9,1025.7,160,2
2020/11/11 20:00,11.1,3.9,1025.8,160,3
2020/11/11 23:00,10.9,3.7,1025.2,170,2
2020/11/12 2:00,11.7,2.7,1024.6,170,3
2020/11/12 5:00,12.1,4.3,1023.1,180,3
2020/11/12 8:00,12.2,4.9,1023.3,190,3
2020/11/12 11:00,15.9,6.6,1023.4,210,8
2020/11/12 14:00,16.7,8.4,1023,210,5
2020/11/12 17:00,14.4,6.7,1025.4,210,2
2020/11/12 20:00,12.6,-4.1,1028.5,320,3
2020/11/12 23:00,9.8,-3.8,1030.4,330,3
2020/11/13 2:00,1.5,-3,1031.9,140,1
2020/11/13 5:00,-1.7,-3.6,1032.6,80,1
2020/11/13 8:00,5.3,-6.6,1034.4,350,3
2020/11/13 11:00,9.1,-6.3,1033.8,340,1
2020/11/13 14:00,11.5,-6.8,1031.9,70,2
2020/11/13 17:00,7.5,-4.9,1031.8,330,1
2020/11/13 20:00,1.7,-4.6,1031.4,0,-999.9
2020/11/13 23:00,-1.7,-5.2,1030.8,80,1
2020/11/14 2:00,-3.6,-5.8,1030.8,0,-999.9
2020/11/14 5:00,-4,-6.5,1030,40,1
2020/11/14 8:00,-2,-7.1,1030.2,40,1
2020/11/14 11:00,9.3,-5.8,1028.5,180,2
2020/11/14 14:00,14.8,-10,1025.9,220,4
2020/11/14 17:00,12.9,-8.3,1025.3,220,3
2020/11/14 20:00,10.3,-5.3,1025.5,200,2
2020/11/14 23:00,8.2,-6.3,1024.8,200,2
2020/11/15 2:00,5.8,-3.8,1024,130,1
2020/11/15 5:00,9.8,0.2,1023.6,180,2
2020/11/15 8:00,11.5,4.9,1024.1,200,2
2020/11/15 11:00,14.4,7.5,1024.1,210,4
2020/11/15 14:00,15.5,9,1023.5,230,5
2020/11/15 17:00,13.9,8.9,1024.6,230,2
2020/11/15 20:00,11,-0.2,1026.6,360,4
2020/11/15 23:00,6.4,-3.8,1029.1,360,3
2020/11/16 2:00,3.7,-3.3,1029.2,340,2
2020/11/16 5:00,1.4,-3.1,1030.2,350,2
2020/11/16 8:00,1.2,-3.5,1031.2,10,3
2020/11/16 11:00,8.3,-2.3,1029.7,60,3
2020/11/16 14:00,12.6,0.7,1026.8,70,1
2020/11/16 17:00,8.6,-0.4,1025.7,330,1
2020/11/16 20:00,4.4,-0.8,1025.1,120,1
2020/11/16 23:00,2.1,0.3,1024.2,70,1
2020/11/17 5:00,1.4,0.8,1022.3,70,1
2020/11/17 8:00,9,4.4,1022,190,2
2020/11/17 11:00,14.1,6.5,1020.3,190,4
2020/11/17 14:00,15.5,6.8,1019.4,200,4
2020/11/17 17:00,14.1,6.7,1019.8,200,2
2020/11/17 20:00,11.6,6.9,1019.3,0,-999.9
2020/11/17 23:00,10.7,7.6,1019.2,90,1
2020/11/18 2:00,10.4,7.3,1019.2,120,1
2020/11/18 5:00,9.4,8.5,1017.7,20,2
2020/11/18 8:00,6.2,5.5,1017.4,350,2
2020/11/18 11:00,6.1,5.5,1014.5,360,4
2020/11/18 14:00,5.1,4.5,1010.7,360,4
2020/11/18 17:00,6.7,6.3,1005.6,360,4
2020/11/18 20:00,6.4,6,1001.4,350,4
2020/11/18 23:00,4.1,3.5,998.2,340,4
2020/11/19 2:00,1.9,0.7,1002.4,310,5
2020/11/19 5:00,1.2,0.3,1004.3,340,2
2020/11/19 8:00,-0.8,-2.2,1006.6,330,4
2020/11/19 11:00,-1.7,-3.4,1008.6,340,4
2020/11/19 14:00,-3.5,-5.8,1011.2,320,6
2020/11/19 17:00,-3.7,-7.5,1015.3,320,4
2020/11/19 20:00,-4.5,-8.1,1018.5,330,4
2020/11/19 23:00,-4.7,-9,1020.6,310,3
2020/11/20 2:00,-4.6,-8.7,1021.8,360,3
2020/11/20 5:00,-4.3,-9.9,1023.2,350,3
2020/11/20 8:00,-4,-10,1025.9,330,2
2020/11/20 11:00,-2.5,-9.4,1027,20,3
2020/11/20 14:00,-0.8,-8.2,1026.9,50,2
2020/11/20 17:00,-2.2,-7.9,1028.3,50,2
2020/11/20 20:00,-3.4,-8.5,1029.4,20,2
2020/11/20 23:00,-4.8,-8.7,1030.8,310,1
2020/11/21 2:00,-7.3,-8.5,1030.3,0,-999.9
2020/11/21 5:00,-8.1,-9,1029.4,110,1
2020/11/21 8:00,-5.4,-6.8,1030,10,1
2020/11/21 11:00,-2.2,-7.3,1029.3,360,2
2020/11/21 14:00,-2,-9.2,1028.8,340,3
2020/11/21 17:00,-2.4,-6,1028.9,340,3
2020/11/21 20:00,-3.5,-6.3,1030.7,350,2
2020/11/21 23:00,-4,-6.9,1031.3,30,3
2020/11/22 2:00,-4.5,-10.9,1030.8,340,3
2020/11/22 5:00,-6.2,-14,1029.8,360,2
2020/11/22 8:00,-7.3,-14.6,1030.8,330,2
2020/11/22 11:00,-5.3,-13.4,1031.4,350,2
2020/11/22 14:00,-3.7,-13.9,1030.6,340,4
2020/11/22 17:00,-5.1,-13.7,1031.2,350,1
2020/11/22 20:00,-7.3,-14.1,1032.2,170,1
2020/11/22 23:00,-10,-12.2,1031.8,120,1
2020/11/23 2:00,-9.3,-13.1,1032.2,190,2
2020/11/23 5:00,-11.1,-13.1,1031.2,180,1
2020/11/23 8:00,-9.3,-12.9,1031,110,2
2020/11/23 11:00,-0.9,-10.3,1029.9,220,3
2020/11/23 14:00,2,-12.6,1028.5,250,4
2020/11/23 17:00,-0.2,-9.9,1029.5,180,1
2020/11/23 20:00,-4.2,-8.7,1030.3,0,-999.9
2020/11/23 23:00,-6.2,-8.2,1030.5,180,1
2020/11/24 2:00,-7.7,-9.3,1030.9,0,-999.9
2020/11/24 5:00,-8.7,-9.9,1030.4,340,1
2020/11/24 8:00,-6.9,-9.1,1030.8,50,2
2020/11/24 11:00,0.1,-6.7,1029.9,140,1
2020/11/24 14:00,3,-8.4,1028.2,230,2
2020/11/24 17:00,0.2,-6.6,1027.7,0,-999.9
2020/11/24 20:00,-2.6,-5.9,1027.5,40,1
2020/11/24 23:00,-2.7,-5.5,1026.7,0,-999.9
2020/11/25 2:00,-0.9,-4.8,1026.3,180,1
2020/11/25 5:00,-0.5,-4,1026.2,240,2
2020/11/25 8:00,-0.3,-8,1028,270,3
2020/11/25 11:00,1.2,-9.7,1028.6,260,2
2020/11/25 14:00,2.9,-8.7,1028.6,290,3
2020/11/25 17:00,1,-6.1,1030.2,350,2
2020/11/25 20:00,0.7,-5.7,1031.8,350,3
2020/11/25 23:00,-1.5,-5.3,1032.8,10,1
2020/11/26 2:00,-1.1,-5,1033.3,360,1
2020/11/26 5:00,-4.4,-5.8,1033.9,150,1
2020/11/26 8:00,-3.3,-5.2,1034.2,10,2
2020/11/26 11:00,0.9,-7.1,1034.3,40,2
2020/11/26 14:00,2.3,-7.6,1032.2,350,2
2020/11/26 17:00,0.2,-7.3,1032.7,340,4
2020/11/26 20:00,-2.5,-6.1,1033.1,340,3
2020/11/26 23:00,-3.5,-6.1,1033.1,340,4
2020/11/27 2:00,-4.9,-11.5,1033.4,350,5
2020/11/27 5:00,-5.7,-12.9,1033.5,340,5
2020/11/27 8:00,-5.5,-13.1,1034.9,330,3
2020/11/27 11:00,-4.2,-13.8,1034.8,340,2
2020/11/27 14:00,-2.6,-14,1033.7,290,3
2020/11/27 17:00,-4.3,-15.3,1035.1,350,4
2020/11/27 20:00,-5.4,-16.3,1035.5,300,2
2020/11/27 23:00,-6.9,-15.6,1034.8,290,2
2020/11/28 2:00,-6.3,-14.8,1035.2,290,3
2020/11/28 5:00,-7.7,-15.4,1035.1,310,2
2020/11/28 8:00,-7.8,-15.5,1036.1,340,1
2020/11/28 11:00,-4.4,-14.5,1035.5,310,1
2020/11/28 14:00,-3,-15.6,1033.3,290,3
2020/11/28 17:00,-4.3,-15.9,1032.8,280,2
2020/11/28 20:00,-6.3,-12.4,1032.2,110,1
2020/11/28 23:00,-9.8,-12.6,1031.3,180,1
2020/11/29 2:00,-11.2,-13.5,1031.1,180,1
2020/11/29 5:00,-11.1,-13.3,1030.4,160,1
2020/11/29 8:00,-9.1,-12.4,1031.5,200,1
2020/11/29 11:00,-4.9,-13.5,1032.3,280,2
2020/11/29 14:00,-2.9,-14.3,1032.1,280,3
2020/11/29 17:00,-4.4,-14,1033.2,280,2
2020/11/29 20:00,-7.2,-13.6,1034.5,210,1
2020/11/29 23:00,-10.3,-12.6,1035.5,110,1
2020/11/30 2:00,-11.5,-13.4,1036.4,220,2
2020/11/30 5:00,-7.5,-14.3,1037,310,1
2020/11/30 8:00,-10.8,-13.6,1038.8,130,1
2020/11/30 11:00,-4,-14.5,1039.2,260,2
2020/11/30 14:00,-2.1,-14.5,1038.3,250,2
2020/11/30 17:00,-3.7,-12.9,1038.7,180,1
2020/11/30 20:00,-7.7,-11.9,1040,130,1
2020/11/30 23:00,-10.1,-12.6,1040.8,110,1
2020/12/1 2:00,-11.8,-13.5,1041.1,0,-999.9
2020/12/1 5:00,-13.1,-14.7,1040,150,1
2020/12/1 8:00,-12,-13.3,1041.3,110,1
2020/12/1 11:00,-3.9,-12.8,1040.7,150,1
2020/12/1 14:00,-1.5,-13.7,1038,150,2
2020/12/1 17:00,-3.9,-13.6,1037.7,230,1
2020/12/1 20:00,-7.8,-13.2,1037.3,150,1
2020/12/1 23:00,-10.4,-12.6,1037.5,0,-999.9
2020/12/2 2:00,-12.1,-13.7,1036.9,50,1
2020/12/2 5:00,-12.6,-14.2,1035.7,70,1
2020/12/2 8:00,-12.2,-13.6,1036.1,0,-999.9
2020/12/2 11:00,-4.3,-14.5,1035.4,220,3
2020/12/2 14:00,-2.5,-14.6,1034,340,2
2020/12/2 17:00,-3.4,-14.5,1033.7,260,2
2020/12/2 20:00,-4.4,-14.5,1034.3,280,2
2020/12/2 23:00,-6.6,-14.4,1034.5,230,2
2020/12/3 2:00,-6.7,-14.9,1034.5,280,2
2020/12/3 5:00,-7.4,-15.3,1034.1,270,2
2020/12/3 8:00,-9.5,-14.8,1035,180,2
2020/12/3 11:00,-4.2,-14.6,1034.9,250,3
2020/12/3 14:00,-1.4,-14.5,1033.3,300,2
2020/12/3 17:00,-2.2,-14.6,1033,270,1
2020/12/3 20:00,-7.9,-12.2,1033.6,0,-999.9
2020/12/3 23:00,-10.3,-13.4,1033.6,130,1
2020/12/4 2:00,-12.2,-14.3,1033,110,1
2020/12/4 5:00,-13.2,-14.8,1032,0,-999.9
2020/12/4 8:00,-12.2,-13.9,1032.5,100,1
2020/12/4 11:00,-2.9,-14.9,1031.6,230,3
2020/12/4 14:00,-1.1,-15.7,1029.5,250,3
2020/12/4 17:00,-3.4,-14.8,1029.3,180,1
2020/12/4 20:00,-8.6,-13.8,1029.8,150,1
2020/12/4 23:00,-10.8,-13.9,1029.5,150,1
2020/12/5 2:00,-12,-14.4,1029.4,110,1
2020/12/5 5:00,-12.5,-14.5,1029.2,70,1
2020/12/5 8:00,-11.7,-13.3,1030.6,50,1
2020/12/5 11:00,-1,-11.2,1029.9,230,1
2020/12/5 14:00,2.3,-7.9,1027.8,230,3
2020/12/5 17:00,-1.8,-7.9,1027.6,0,-999.9
2020/12/5 20:00,-5.8,-9.5,1028,130,1
2020/12/5 23:00,-7.9,-10.9,1027.2,90,1
2020/12/6 2:00,-7,-10.5,1027,0,-999.9
2020/12/6 5:00,-6.7,-9.1,1026.7,220,2
2020/12/6 8:00,-7.7,-8.5,1027,0,-999.9
2020/12/6 11:00,0,-6.8,1026.4,260,2
2020/12/6 14:00,1.7,-10.8,1025.9,250,3
2020/12/6 17:00,0.1,-13.5,1027.5,300,2
2020/12/6 20:00,-2.6,-14,1029.6,320,3
2020/12/6 23:00,-4.2,-14.9,1031.2,310,1
2020/12/7 2:00,-6,-15,1032.7,280,2
2020/12/7 5:00,-7.7,-16.1,1032.7,330,2
2020/12/7 8:00,-8.1,-16.7,1032.9,280,2
2020/12/7 11:00,-5.8,-16.7,1032.9,330,4
2020/12/7 14:00,-3.9,-17.1,1031.4,280,3
2020/12/7 17:00,-5.5,-17,1031.8,210,1
2020/12/7 20:00,-8.1,-15.8,1032.6,220,1
2020/12/7 23:00,-11.8,-15.5,1032.1,140,1
2020/12/8 2:00,-13.5,-15.9,1031.9,30,1
2020/12/8 5:00,-14.3,-16.7,1031.9,120,1
2020/12/8 8:00,-13.3,-15.3,1031.9,110,1
2020/12/8 11:00,-2.8,-16.5,1030.5,180,2
2020/12/8 14:00,-0.4,-19.5,1028.3,230,3
2020/12/8 17:00,-3.9,-16.8,1027.8,0,-999.9
2020/12/8 20:00,-8.1,-15.5,1027.5,100,1
2020/12/8 23:00,-7,-14.1,1026.3,0,-999.9
2020/12/9 2:00,-6.6,-11.9,1025.1,140,1
2020/12/9 5:00,-5.8,-10.2,1023.2,140,1
2020/12/9 8:00,-3.4,-8.6,1023.3,220,2
2020/12/9 11:00,1.7,-6.9,1022.2,200,3
2020/12/9 14:00,4,-5.7,1019.5,230,6
2020/12/9 17:00,2.8,-4,1019.9,240,4
2020/12/9 20:00,0.3,-4.3,1020.5,220,2
2020/12/9 23:00,-1.3,-3.5,1020.2,210,2
2020/12/10 2:00,-2.3,-4.6,1020.5,210,1
2020/12/10 5:00,-8.1,-9.3,1021.1,110,1
2020/12/10 8:00,-9.1,-9.9,1021.7,0,-999.9
2020/12/10 11:00,2.2,-12,1020.8,170,2
2020/12/10 14:00,4.1,-13.2,1019.2,220,3
2020/12/10 17:00,-0.6,-12.8,1019.7,0,-999.9
2020/12/10 20:00,-5,-12,1020.9,100,1
2020/12/10 23:00,-7.7,-12.2,1021.8,70,1
2020/12/11 2:00,-9.7,-12.2,1022.7,60,1
2020/12/11 5:00,-5.4,-13.5,1023.4,360,2
2020/12/11 8:00,-7.4,-14.5,1024.3,20,2
2020/12/11 11:00,-4.1,-14.5,1024.3,330,2
2020/12/11 14:00,-1.6,-14.4,1022.7,350,2
2020/12/11 17:00,-4.2,-14.4,1022.7,20,2
2020/12/11 20:00,-5.7,-15.2,1023.6,10,2
2020/12/11 23:00,-8.4,-15.2,1023.5,20,1
2020/12/12 2:00,-13.1,-15.5,1023.9,0,-999.9
2020/12/12 5:00,-14.2,-16,1023,50,1
2020/12/12 8:00,-12.9,-15.2,1023.6,80,2
2020/12/12 11:00,-6.4,-12.5,1022.9,40,2
2020/12/12 14:00,-2.7,-18.3,1020.5,180,1
2020/12/12 17:00,-5.4,-16.3,1020.7,20,2
2020/12/12 20:00,-6.1,-16.1,1021.6,360,2
2020/12/12 23:00,-8.2,-17.8,1023.7,350,3
2020/12/13 2:00,-9.3,-19.6,1024.7,350,3
2020/12/13 5:00,-11.4,-22,1025.2,340,5
2020/12/13 8:00,-12.6,-22.3,1027.6,320,3
2020/12/13 11:00,-10.4,-22.6,1028.3,300,3
2020/12/13 14:00,-8.9,-23.3,1028.2,300,5
2020/12/13 17:00,-10.5,-22.7,1029.8,290,3
2020/12/13 20:00,-10.7,-21.1,1030.9,290,3
2020/12/13 23:00,-11.1,-21.5,1031.6,290,3
2020/12/14 2:00,-12.1,-22.4,1032.2,290,3
2020/12/14 5:00,-12.5,-23.9,1031.9,280,4
2020/12/14 8:00,-13,-24.3,1033,290,3
2020/12/14 11:00,-10.7,-23.9,1033,300,4
2020/12/14 14:00,-9.1,-25.1,1031.8,290,3
2020/12/14 17:00,-10.3,-25.7,1032.7,300,3
2020/12/14 20:00,-11.6,-23.7,1034.1,310,3
2020/12/14 23:00,-11.7,-24.1,1034.5,300,3
2020/12/15 2:00,-14.2,-24.6,1034.7,310,2
2020/12/15 5:00,-14.2,-24.6,1034.7,320,1
2020/12/15 8:00,-14.6,-22.7,1035.2,180,1
2020/12/15 11:00,-11.3,-24.7,1035.4,290,3
2020/12/15 14:00,-10.1,-24.4,1033.6,280,4
2020/12/15 17:00,-10.8,-25,1033.2,280,3
2020/12/15 20:00,-12.1,-24.5,1034.6,320,2
2020/12/15 23:00,-16.8,-23.3,1034.5,120,1
2020/12/16 2:00,-18.7,-23.5,1034.7,190,1
2020/12/16 5:00,-19.1,-22.6,1034.6,210,1
2020/12/16 8:00,-19.5,-22.5,1035.8,80,1
2020/12/16 11:00,-10.9,-22.4,1035.9,190,2
2020/12/16 14:00,-9,-23.4,1034.6,260,3
2020/12/16 17:00,-10.6,-22.8,1033.9,220,1
2020/12/16 20:00,-15,-21.8,1033,100,1
2020/12/16 23:00,-16.7,-21.7,1032.3,90,1
2020/12/17 2:00,-17.5,-21.5,1030.9,340,1
2020/12/17 5:00,-16.1,-21,1029.1,40,1
2020/12/17 8:00,-15.1,-19.2,1029.3,50,1
2020/12/17 11:00,-5,-14.6,1029.2,270,3
2020/12/17 14:00,-2.5,-18.5,1027.3,250,3
2020/12/17 17:00,-4.9,-18,1028.3,270,2
2020/12/17 20:00,-10.4,-17.1,1029.2,130,1
2020/12/17 23:00,-13.4,-18,1030.3,120,1
2020/12/18 2:00,-8.4,-18.8,1032.4,340,2
2020/12/18 5:00,-8.2,-19.4,1033,320,3
2020/12/18 8:00,-9.6,-20.1,1034.8,320,4
2020/12/18 11:00,-8.1,-22.3,1035.8,360,3
2020/12/18 14:00,-7,-23.7,1034.7,300,4
2020/12/18 17:00,-8.9,-24.1,1036.2,310,3
2020/12/18 20:00,-10.7,-22.3,1037,290,1
2020/12/18 23:00,-15.2,-21.6,1037.2,180,1
2020/12/19 2:00,-17.1,-22.3,1036.7,150,1
2020/12/19 5:00,-18.1,-21.9,1035.8,110,1
2020/12/19 8:00,-18.4,-21.9,1035.9,50,1
2020/12/19 11:00,-7.4,-20.9,1035.3,210,2
2020/12/19 14:00,-4.8,-20.5,1033.5,240,2
2020/12/19 17:00,-6.9,-19.8,1033.7,210,1
2020/12/19 20:00,-12.2,-19.2,1034.4,110,1
2020/12/19 23:00,-15.3,-20.4,1034.9,160,1
2020/12/20 2:00,-16.9,-20.1,1034.2,81,0.7
2020/12/20 5:00,-17.7,-20.5,1034.1,0,-999.9
2020/12/20 8:00,-17.3,-19.8,1034.3,110,1
2020/12/20 11:00,-5.4,-17.5,1033.7,220,2
2020/12/20 14:00,-2.4,-16.9,1031.7,240,3
2020/12/20 17:00,-4.2,-16.1,1031.4,210,1
2020/12/20 20:00,-9.9,-15.8,1031.6,110,1
2020/12/20 23:00,-11.6,-16.1,1030.9,200,1
2020/12/21 2:00,-13.2,-16.5,1029.7,50,1
2020/12/21 5:00,-14.1,-16.9,1028.7,0,-999.9
2020/12/21 8:00,-14.2,-16,1028.2,50,1
2020/12/21 11:00,-0.9,-10.5,1027.1,220,3
2020/12/21 14:00,3.1,-10.2,1025,230,4
2020/12/21 17:00,-1.1,-8.5,1024.9,200,1
2020/12/21 20:00,-5.2,-10.4,1025.2,170,1
2020/12/21 23:00,-9.2,-12.2,1024.4,0,-999.9
2020/12/22 2:00,-10.3,-11.8,1023.7,0,-999.9
2020/12/22 5:00,-10.3,-11.5,1022.4,0,-999.9
2020/12/22 8:00,-9.2,-10.3,1021.7,80,1
2020/12/22 11:00,2.4,-6,1021,210,4
2020/12/22 14:00,4.7,-5.6,1019.2,230,4
2020/12/22 17:00,2.8,-5.3,1019.7,220,4
2020/12/22 20:00,-2.5,-7.2,1020.3,0,-999.9
2020/12/22 23:00,-3.3,-7.6,1019.8,40,1
2020/12/23 2:00,-1.9,-7.6,1018.5,180,1
2020/12/23 5:00,1,-6.1,1017,210,3
2020/12/23 8:00,1.2,-5.9,1017.2,210,3
2020/12/23 11:00,3.8,-4.2,1015.9,240,4
2020/12/23 14:00,5.3,-11.7,1013.7,260,5
2020/12/23 17:00,2.4,-13.8,1015.6,290,3
2020/12/23 20:00,-1.3,-14.5,1017.8,310,4
2020/12/23 23:00,-3.8,-15.7,1020.2,280,5
2020/12/24 2:00,-5,-15.1,1021.2,320,3
2020/12/24 5:00,-7.1,-15.1,1020.6,280,1
2020/12/24 8:00,-7.4,-15.3,1021.7,290,2
2020/12/24 11:00,-5.3,-15.9,1022,280,3
2020/12/24 14:00,-3.5,-16.8,1020.6,280,3
2020/12/24 17:00,-5.2,-16.7,1020.6,180,1
2020/12/24 20:00,-9.5,-16.2,1020.6,150,1
2020/12/24 23:00,-7.9,-15.4,1020.8,230,3
2020/12/25 2:00,-7.2,-18.8,1022.5,290,4
2020/12/25 5:00,-8.2,-19.7,1022.9,290,3
2020/12/25 8:00,-11.4,-18.6,1023.8,140,1
2020/12/25 11:00,-5.3,-19.4,1023.7,230,2
2020/12/25 14:00,-1.6,-21.1,1021,180,2
2020/12/25 17:00,-4,-19.8,1022.3,170,1
2020/12/25 20:00,-4.4,-16.6,1024.8,330,3
2020/12/25 23:00,-9.2,-17.7,1025.6,0,-999.9
2020/12/26 2:00,-14.1,-18,1026.7,70,1
2020/12/26 5:00,-15.8,-18.5,1025.5,70,1
2020/12/26 8:00,-14.8,-19.1,1025.5,50,2
2020/12/26 11:00,-5.4,-16.3,1024.2,150,2
2020/12/26 14:00,1.7,-18.3,1020.2,230,2
2020/12/26 17:00,-1.3,-17.1,1019.4,0,-999.9
2020/12/26 20:00,-5.1,-16.9,1020,0,-999.9
2020/12/26 23:00,-3.9,-14.6,1019.3,40,1
2020/12/27 2:00,-2.9,-10,1019.1,30,1
2020/12/27 5:00,-1.9,-9.1,1019,0,-999.9
2020/12/27 8:00,-0.3,-4.4,1020.1,280,1
2020/12/27 11:00,-3.6,-9.6,1021.6,340,3
2020/12/27 14:00,-2.3,-11.6,1021.7,330,3
2020/12/27 17:00,-5.1,-14.7,1024,10,3
2020/12/27 20:00,-9.5,-15.4,1026.8,350,4
2020/12/27 23:00,-11.3,-15.5,1027.9,350,3
2020/12/28 2:00,-12.2,-15.7,1028.9,20,2
2020/12/28 5:00,-13.4,-16.6,1028.6,30,2
2020/12/28 8:00,-14.1,-16.5,1029.7,360,2
